user_id,age,gender,region,facility_access,interest_team_vs_individual,interest_outdoor_preference,interest_competition_drive,interest_risk_tolerance,interest_creative_expression,interest_social_enjoyment,interest_endurance_interest,interest_power_interest,interest_speed_agility_interest,interest_spectator_engagement,interest_ambition_level,interest_strategy_preference,strength_endurance_self,strength_strength_self,strength_speed_self,strength_flexibility_self,strength_coordination_self,strength_agility_self,strength_reaction_time_self,strength_strategy_self,height_cm,weight_kg,bmi,sprint_100m_s,jump_cm,play_football_soccer,watch_football_soccer,enjoy_football_soccer,hours_football_soccer,pro_football_soccer,play_cricket,watch_cricket,enjoy_cricket,hours_cricket,pro_cricket,play_basketball,watch_basketball,enjoy_basketball,hours_basketball,pro_basketball,play_tennis,watch_tennis,enjoy_tennis,hours_tennis,pro_tennis,play_badminton,watch_badminton,enjoy_badminton,hours_badminton,pro_badminton,play_table_tennis,watch_table_tennis,enjoy_table_tennis,hours_table_tennis,pro_table_tennis,play_volleyball,watch_volleyball,enjoy_volleyball,hours_volleyball,pro_volleyball,play_swimming,watch_swimming,enjoy_swimming,hours_swimming,pro_swimming,play_athletics_track,watch_athletics_track,enjoy_athletics_track,hours_athletics_track,pro_athletics_track,play_cycling,watch_cycling,enjoy_cycling,hours_cycling,pro_cycling,play_martial_arts,watch_martial_arts,enjoy_martial_arts,hours_martial_arts,pro_martial_arts,play_boxing,watch_boxing,enjoy_boxing,hours_boxing,pro_boxing,play_gymnastics,watch_gymnastics,enjoy_gymnastics,hours_gymnastics,pro_gymnastics,play_archery,watch_archery,enjoy_archery,hours_archery,pro_archery,play_rock_climbing,watch_rock_climbing,enjoy_rock_climbing,hours_rock_climbing,pro_rock_climbing,play_rugby,watch_rugby,enjoy_rugby,hours_rugby,pro_rugby,play_weightlifting,watch_weightlifting,enjoy_weightlifting,hours_weightlifting,pro_weightlifting,play_esports,watch_esports,enjoy_esports,hours_esports,pro_esports,play_skateboarding,watch_skateboarding,enjoy_skateboarding,hours_skateboarding,pro_skateboarding,play_rowing,watch_rowing,enjoy_rowing,hours_rowing,pro_rowing
U0136,29,female,europe,3,3,1,3,4,3,3,5,3,3,4,3,2,3,2,2,3,4,1,2,1,178.2,52.7,16.6,15.12,44.3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,1,1,9.1,5.3,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,2,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,1,0,6.1,4.5,3
U0137,13,female,africa,4,1,3,4,3,4,3,4,3,3,4,5,1,5,2,3,2,3,4,3,2,170.8,53.8,18.4,14.36,32.8,1,1,10.0,6.2,3,0,1,0.0,0.0,3,1,1,10.0,5.8,3,0,0,0.0,0.0,3,1,1,7.2,4.4,3,0,1,0.0,0.0,3,1,0,6.9,4.6,3,1,0,8.9,4.7,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,1,1,10.0,4.6,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3
U0138,22,female,south_asia,1,3,4,5,3,3,4,4,3,3,4,5,4,2,3,3,2,4,4,2,4,156.8,60.1,24.4,16.36,46.3,1,1,10.0,5.9,3,1,1,10.0,5.4,3,1,1,10.0,6.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,1,0,4.7,4.0,3,1,0,7.4,4.7,3,0,1,0.0,0.0,3,1,1,8.2,5.4,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,1,1,9.8,5.9,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3
U0139,25,female,north_america,5,3,3,4,3,4,2,4,2,3,3,5,3,3,4,5,2,4,4,2,2,166.2,74.9,27.1,16.6,30.6,1,1,10.0,5.4,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,1,1,6.8,5.3,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,1,0,5.9,5.2,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,1,0,4.3,3.9,3,0,0,0.0,0.0,2,0,1,0.0,0.0,3,1,1,10.0,5.9,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3
U0140,40,female,east_asia,2,2,2,5,1,2,5,4,2,3,3,4,5,3,2,3,2,4,1,2,4,164.9,64.3,23.6,18.06,30.9,1,1,8.3,5.1,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,1,0,5.5,4.6,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3
U0141,19,female,south_asia,1,3,2,4,2,2,1,1,2,2,3,2,1,3,2,3,4,3,2,3,4,166.9,45.2,16.2,15.62,53.3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,1,0,0,0.0,0.0,3,0,0,0.0,0.0,3,1,0,3.5,3.3,3,0,1,0.0,0.0,3,0,0,0.0,0.0,2,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,2
U0142,20,male,europe,4,2,3,2,5,2,4,3,3,2,3,2,3,2,3,4,3,1,3,2,2,167.1,82.6,29.6,11.96,36.0,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,2,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3
U0143,24,male,south_asia,3,3,2,4,3,3,3,3,3,3,2,2,1,1,4,2,3,4,3,3,3,164.5,71.4,26.4,15.81,70.5,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,1,0,8.2,4.7,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3
U0144,40,female,south_asia,4,3,4,2,5,4,4,4,5,2,1,3,4,4,3,2,3,2,3,4,4,171.3,75.4,25.7,15.67,29.6,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,1,0,6.4,4.7,3,1,1,6.5,4.8,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,1,1,5.2,5.3,3,1,0,9.6,5.8,3,1,0,4.2,3.5,3,0,0,0.0,0.0,3
U0145,36,female,europe,4,3,3,4,3,4,2,2,5,3,2,2,2,2,2,2,2,2,3,3,4,168.7,82.1,28.8,15.23,50.9,1,1,8.7,5.6,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,1,0,0,0.0,0.0,3,0,1,0.0,0.0,1,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,1,0,0,0.0,0.0,3
U0146,13,male,south_asia,3,2,2,1,3,2,4,3,3,2,3,3,4,3,5,3,4,2,2,2,3,161.6,74.7,28.6,14.31,52.5,1,1,6.7,5.1,3,1,1,5.7,4.0,3,1,1,4.5,3.5,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,1,1,8.0,5.1,3,1,0,6.8,5.9,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3
U0147,19,female,east_asia,5,3,4,3,4,3,1,3,4,4,3,3,2,2,2,4,2,2,2,3,2,163.2,48.5,18.2,17.39,42.6,1,1,8.3,5.2,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,1,1,7.7,4.8,3,0,0,0.0,0.0,3,1,1,3.7,3.8,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3
U0148,36,female,africa,2,4,3,2,4,2,2,5,4,3,3,3,1,4,4,4,2,2,2,4,3,169.6,84.1,29.2,17.78,29.8,1,1,10.0,6.2,3,1,1,8.5,5.1,3,1,1,7.8,4.1,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,1,0,10.0,5.2,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,1,0,9.7,5.4,3,1,1,6.3,4.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3
U0149,14,male,east_asia,3,2,3,3,3,4,3,2,4,3,3,3,5,3,5,5,3,4,3,4,5,167.0,90.4,32.4,17.33,65.6,1,1,10.0,6.1,3,1,1,8.5,5.4,3,1,1,7.7,4.8,3,1,1,8.3,5.3,3,0,1,0.0,0.0,3,1,1,5.0,4.1,3,1,0,6.9,3.8,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,1,0,7.6,4.8,3,0,1,0.0,0.0,3,1,0,8.2,5.0,3,1,1,10.0,6.5,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,1,0,10.0,5.9,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3
U0150,36,male,south_asia,1,1,3,3,2,4,4,3,3,3,3,3,3,1,2,2,2,4,5,3,4,177.4,91.4,29.0,18.11,42.6,1,1,10.0,6.3,3,1,1,7.9,5.3,3,1,1,7.7,4.1,3,0,0,0.0,0.0,3,1,1,6.4,4.9,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,1,1,4.7,5.6,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,1,0,4.5,3.9,3,0,1,0.0,0.0,3,0,0,0.0,0.0,2,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3
U0151,20,female,south_asia,4,3,4,2,2,1,4,3,4,2,5,2,3,4,4,3,2,3,3,3,3,163.2,45.9,17.2,16.24,57.4,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,1,1,5.0,4.3,3,1,1,10.0,6.4,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,1,0,6.2,4.9,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3
U0152,38,female,south_asia,2,4,2,2,3,5,3,5,4,3,2,4,2,4,2,4,3,4,4,2,2,170.5,66.6,22.9,11.57,31.4,1,1,10.0,6.4,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,1,1,10.0,5.2,3,0,0,0.0,0.0,3,1,0,7.4,4.7,3,0,1,0.0,0.0,3,1,0,8.2,4.7,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3
U0153,21,male,south_asia,4,5,3,1,3,4,3,4,2,2,3,3,3,5,3,1,4,2,1,3,2,175.7,67.4,21.8,14.56,57.9,0,1,0.0,0.0,3,0,0,0.0,0.0,3,1,1,8.8,5.4,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,1,1,7.0,4.9,3
U0154,25,female,africa,5,4,2,3,3,1,2,3,5,4,1,1,4,3,3,4,2,1,4,3,5,160.8,64.9,25.1,17.17,31.0,1,0,6.3,4.6,3,1,0,5.8,3.9,3,1,1,9.7,5.5,3,0,0,0.0,0.0,2,0,0,0.0,0.0,2,0,1,0.0,0.0,3,1,0,3.5,2.4,3,0,0,0.0,0.0,2,0,1,0.0,0.0,3,1,0,4.3,4.7,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,2,0,0,0.0,0.0,2,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,1,0,5.5,3.6,2,0,0,0.0,0.0,3,1,0,1.9,2.6,3
U0155,31,male,europe,5,3,4,2,3,4,3,3,4,4,3,4,3,3,4,3,3,3,3,5,3,189.9,73.3,20.3,10.99,71.4,1,1,10.0,6.3,3,1,0,6.9,4.5,3,1,1,10.0,5.5,3,0,1,0.0,0.0,3,1,1,7.0,4.4,3,1,1,8.5,4.8,3,0,1,0.0,0.0,3,1,1,6.5,4.5,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,1,0,9.0,5.3,3,1,1,6.9,4.1,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3
U0156,16,female,south_asia,5,2,5,2,2,4,3,3,3,3,3,1,5,2,2,4,3,3,4,2,2,157.9,66.0,26.5,15.14,47.7,1,1,10.0,5.5,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,2,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,2,1,1,4.9,4.4,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,1,1,6.4,4.5,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3
U0157,28,male,east_asia,1,3,4,2,3,2,4,2,4,2,3,3,4,2,4,2,1,4,3,3,4,176.7,94.0,30.1,15.07,42.1,0,1,0.0,0.0,3,1,1,4.9,4.5,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,1,1,8.5,5.6,3,0,0,0.0,0.0,3,1,1,7.4,5.3,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3
U0158,27,female,europe,1,1,2,1,2,2,1,2,1,2,4,3,3,1,3,4,4,3,3,1,3,165.5,60.4,22.1,13.26,32.0,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,1,1,3.8,4.4,3,0,0,0.0,0.0,2,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,1,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,1,0,6.5,4.6,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3
U0159,34,male,south_asia,5,2,1,2,3,4,4,4,2,3,3,3,5,2,4,4,2,3,3,4,2,197.1,54.5,14.0,15.98,47.1,1,1,10.0,5.4,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,1,1,8.6,5.3,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,1,1,4.0,5.2,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3
U0160,40,male,south_asia,2,1,3,4,2,2,2,3,1,4,4,4,2,1,2,1,3,4,5,3,3,189.9,64.4,17.9,15.7,58.2,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,1,0,1.3,3.3,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,1,1,5.2,2.9,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3
U0161,31,female,north_america,1,3,2,3,5,3,2,3,2,2,2,3,4,4,1,4,3,2,3,2,4,162.9,55.8,21.0,17.45,34.9,1,1,10.0,6.3,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,1,0,3.6,3.9,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3
U0162,24,male,east_asia,2,4,4,2,2,3,2,3,3,3,3,5,3,3,3,2,2,3,2,4,4,172.8,81.2,27.2,15.23,61.6,0,0,0.0,0.0,3,0,1,0.0,0.0,3,1,1,8.2,4.7,3,1,1,7.5,4.9,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3
U0163,24,male,south_asia,5,4,4,2,2,2,2,3,4,4,3,3,1,2,4,3,1,3,3,4,2,177.3,81.5,25.9,16.85,51.6,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,1,0,5.1,5.4,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3
U0164,24,male,africa,2,3,3,3,5,4,4,2,2,3,2,4,3,4,2,3,5,1,3,2,3,180.7,54.4,16.7,10.44,76.9,1,1,10.0,6.1,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,1,0,4.2,4.3,3,0,0,0.0,0.0,3,1,0,8.3,4.8,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,1,0,3.2,3.4,3,0,1,0.0,0.0,3
U0165,35,female,east_asia,1,2,4,3,1,4,3,4,3,4,3,2,2,3,4,4,2,3,3,4,5,162.0,68.0,25.9,14.8,25.3,1,1,10.0,6.2,3,1,1,8.2,4.7,3,1,1,10.0,5.4,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,1,1,6.7,5.1,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,1,0,5.2,3.5,3
U0166,21,female,east_asia,4,4,4,3,4,4,4,2,5,4,3,2,3,3,3,3,4,3,4,1,4,158.7,63.4,25.2,15.47,38.6,1,0,8.5,4.6,3,1,1,10.0,5.8,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,1,1,7.4,5.1,3,1,1,10.0,5.7,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,1,0,6.7,4.4,3,0,0,0.0,0.0,3
U0167,17,other,south_asia,1,1,4,2,3,2,3,2,3,5,4,3,3,2,3,5,1,4,5,4,1,164.0,86.3,32.1,17.24,42.2,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,1,0,6.7,4.3,3,0,1,0.0,0.0,3,1,1,7.7,5.1,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,1,1,8.1,4.9,3,1,1,7.7,5.6,3,0,0,0.0,0.0,3
U0168,22,male,south_asia,2,4,4,2,3,1,4,5,3,1,4,2,2,5,3,2,2,2,1,2,2,179.8,67.1,20.8,13.89,54.4,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,1,0,3.0,3.4,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,1,1,8.1,4.6,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,1,1,7.3,4.1,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,1,1,9.8,5.5,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3
U0169,13,male,east_asia,1,4,3,3,2,3,3,2,3,3,3,2,4,3,4,5,3,2,2,5,4,179.5,59.3,18.4,15.4,85.0,0,1,0.0,0.0,3,0,0,0.0,0.0,3,1,1,9.5,5.3,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,1,1,6.4,4.4,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,1,1,10.0,5.7,3,0,1,0.0,0.0,3,1,1,8.7,4.4,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3
U0170,15,male,europe,4,1,3,2,3,4,4,2,4,3,1,5,2,2,5,4,2,2,3,2,3,176.3,70.4,22.6,14.35,60.7,1,0,10.0,6.1,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,1,1,7.7,4.3,3,1,0,2.7,3.7,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,2,0,0,0.0,0.0,3,1,0,10.0,6.5,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3
U0171,15,female,north_america,3,3,3,3,3,4,1,3,2,2,3,4,3,4,1,3,5,3,3,2,4,153.3,74.0,31.5,18.46,35.6,0,0,0.0,0.0,3,0,1,0.0,0.0,3,1,0,7.6,4.1,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3
